,id,title,url,content,genre
11,12,21,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/21/poem-n051OMmJgfZVTTXzbVNx5g,"Thao thức năm canh nghĩ chẳng ra
Trò chơi nguy hiểm đấy thôi mà
Lửng lơ khoảng trong xanh ấy
Để mối đùn lên cái gốc già.",Tu do
12,13,22,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/22/poem-oLjEf1a8_aHB3YNQIn-y7w,"Trời thí cho ông
Ông xây sân gạch với xây thềm
Con đường mòn ấy ông đi mãi
Lưu lạc lâu ngày mất cả tên.",Tu do
13,14,28,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/28/poem-rTnBpdDItIIZnj1JQ9TFhA,"Tưởng hoá ra thật
Biết ông sằng phẳng tự bao giờ
Cái con thò lò quay sáu mặt
Vồ hụt mấy lần ông vẫn trơ.",Tu do
14,15,30,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/30/poem-uCGXRBZTpUcdoSzpMIkqwQ,"trong gió lửa
Còn mơ chi tới những cánh buồm
Từ thuở tóc xanh đi vỡ đất
Đến bạc đầu sỏi đá chửa thành cơm.",Tu do
15,16,31,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/31/poem-yvUnr__as3g9B6UDMkRF7w,"Tấm áo hào hoa bạc gió mưa
Anh thành tự bao giờ
Trăng còn một mảnh treo đầu súng
Cái ghế quan trường giết chết thơ.",Tu do
16,17,34,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/34/poem-rXGGN5cJc1y9pz5HbIGubw,"Tài ba thằng mõ cỡ chuyên viên
Chia xôi chia thịt lại chia tiền
việc nước là như vậy
Lộn xộn cho nên phải tắt đèn.",Tu do
17,18,4,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/4/poem-gFhTXL1ZlJq5-njmmeLXtw,"một thời oanh liệt nhỉ
Sóng gầm sông Lấp mấy ai hay
Cơn bão đến động rừng Yên Thế
Con hổ già uống rượu giả vờ say.",Tu do
18,19,40,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/40/poem-NwwzUb2mRC8M8fzmGiqsqg,"Ấy đẹp một thời
Má hồng đến quá nửa pha phôi
Bên sông vải chín mùa tu hú
Khắc khoải kêu chi suốt một đời.",Tu do
19,20,40 năm bài 1,https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C3%B4ng-Phong/40-n%C4%83m-b%C3%A0i-1/poem-AmXxauGdOc1R7SPiHpFIZw,"Đời người mấy độ bốn mươi năm
Nhập học năm nao tuổi mới rằm
Dã ngoại trốn cô chơi thoả thích
Trong trường cùng bạn học còn chăm?
Bảy tư bỡ ngỡ nơi trường mới
Mười bốn dạn dầy bạn cũ thăm
Việt Đức chúng ta nay tụ họp
Đời người mấy độ bốn mươi năm.",7 chu
20,21,40 năm bài 2,https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C3%B4ng-Phong/40-n%C4%83m-b%C3%A0i-2/poem-f7WvbsIKYlZ-01640y51TQ,"Đời người mấy độ bốn mươi năm
Việt Đức trường xưa nhả kén tằm
Ngang dọc Mỹ, Âu không mỏi cánh
Tung hoành Á, Úc vẫn bình tâm
Hơn thua thế cuộc như hư ảnh
Được mất sự đời chỉ tự thầm
Chén rượu Đông Tây mừng gặp bạn
Đời người mấy độ bốn mươi năm.",7 chu
21,22,40 năm bài 3,https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C3%B4ng-Phong/40-n%C4%83m-b%C3%A0i-3/poem-o_ISNJC2vlBRT7rlLbkHLw,"Đời người mấy độ bốn mươi năm
Nhân thế trắng đen dạ chẳng nhầm
Rượu uống dẫu say, tình chẳng cạn
Cây già đứng bóng, nhánh thêm mầm
Chia ly, gặp gỡ xoay con tạo
Trường cũ, bạn xưa bớt lệ thầm
Sao sớm nhặt thưa đêm đã sáng
Đời người mấy độ bốn mươi năm.",7 chu
22,23,40 năm bài 4,https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C3%B4ng-Phong/40-n%C4%83m-b%C3%A0i-4/poem-2xmBb8wsf9zypoKELDiGAg,"Bốn mươi năm một thoáng trôi qua
Trở lại Trường xưa tóc đã hoa
Bảy bảy nhập môn Điều khiển học
Hai hai vào lớp Điện chuyên khoa
EU công nghệ nên theo bước
G7 học hành gắng tiến xa
Lưới điện thông minh lời hẹn ước
Bốn mươi năm một thoáng trôi qua.",Tu do
23,24,44,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/44/poem-pE0PpK48lFK69ajYziZ_Zg,"Đi bước nữa rồi đi bước nữa
Phấn son mưa nắng đã tàn phai
Cái kiếp đào chèo là vậy đó
Đêm tàn bạn cũ chẳng còn ai.",7 chu
24,25,45,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/45/poem-D9HyEKsLCg6wnwwbpc6jHw,"Đã đi qua một thời
Qua một thời cơm thầy cơm cô
Còn để lại những thằng Xuân tóc đỏ
Vẫn nghênh ngang cho đến tận bây giờ.",Tu do
25,26,48,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/48/poem-M9YCgavWlKbFOlA203S0iw,"Ông năm Hạng trở về đất lửa
Với chiếc lược ngà vượt Trường Sơn
Bỗng mùa gió chướng vừa nổi dậy
Ông biến thành thằng nộm hình rơm.",7 chu
26,27,49,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/49/poem-ToDd70KkrtM1k_4egMG6PQ,"Có những lớp người đi vỡ đất
Mùa mưa không trồng lúa trồng ngô
Lại gieo hạt bông hường bông cúc
Trên mảnh đất này hoa héo khô.",7 chu
27,28,5,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/5/poem-QGuF1GA9HK_rAwJFW7zp5g,"Bác rõ đến vui
Bởi còn tranh sáng bác nhầm thôi
Bới tung đống rác nên trời phạt
Trời phạt chưa xong bác đã cười.",Tu do
28,29,51,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/51/poem-OJAKBm2fBz3kXVllzEgs6A,"Đất làng vừa một tấc
Bao nhiêu người đến cày
Thóc giống còn mấy hạt
Đợi mùa sau sẽ hay.",5 chu
29,30,54,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/54/poem-iJIX0BxkwnlEW42MbbFBVw,"Anh chẳng còn sống mãi
Với thủ đô luỹ hoa
Để những người còn lại
Bốn năm sau khóc oà.",5 chu
30,31,55,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/55/poem-D72HuXK-sqDOBHCIU66wJQ,"cất cánh ngang trời
Tình như chớp trắng nháy liên hồi
Đám mây cánh vạc tan thành nước
Mà đất ba dan vẫn khát hoài.",Tu do
31,32,56,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/56/poem-kKioPSL3jTvBIkjJGd4smg,"Sinh ra trong gió cát
Đất Nghệ An khô cằn
Bao nhiêu năm nằm vạ
Trước cửa hội nhà văn.",5 chu
32,33,57,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/57/poem-QvZ8IEJawTv-JbrbRFVScg,"Đem than từ vùng mỏ
Về bán tận thủ đô
Bị đập chiếc cán búa
Hoá ra thằng ngẩn ngơ.",5 chu
33,34,59,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/59/poem-R02hnUZxEH2jI3BI26xAUw,"Với tiếng sáo thiên thai dìu dặt
Mở ra dòng thơ mới cho đời
Bỏ rừng già về vườn
Con hổ buồn lặng lẽ trút tàn hơi.",Tu do
34,35,6,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/6/poem-0_6dz9h6BZx--GsMZ6I97Q,"đâu dễ quên
Sông Đà cũng muốn đẩy thuyền lên
Chén rượu tình rừng cay đắng lắm
Tờ hoa lại trút lệ ưu phiền.",Tu do
35,36,60 tuổi tự đề,https://www.thivien.net/%C4%90%C3%B4ng-Xuy%C3%AAn/60-tu%E1%BB%95i-t%E1%BB%B1-%C4%91%E1%BB%81/poem-JJo1FruC2-MVYbLmTPpPSA,"Tên bay vùn vụt… tháng ngày trôi…
Bấm đốt, niên hoa sáu chục rồi.
Đất nước chia đôi, trang sử đọc,
Mái đầu bạc nửa, bóng gương soi.
Dành cho xã hội con mươi đứa,
Góp với thi lâm bút một ngòi.
Thời thế nhường này, thân thế ấy,
Vui? buồn? nhắp chén, hỏi hoa mai.",7 chu
36,37,64,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/64/poem-5A5jHz5v-nVt0P0QxebViw,"Một chút hương thơm trải bốn mùa
Mười năm lăn lóc chốn rừng già
Quay về khứng chịu cơn mưa móc
Đất trắng mưa rồi đất lại khô.",7 chu
37,38,65,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/65/poem-4Ry9YgXBshnlzg96rhTA7A,"Xưa thơ anh viết không người hiểu
“Đáy đĩa mùa đi nhịp hải hà”
Nay anh chưa viết người đã hiểu
Sắp sáng thì nghe có tiếng gà.",7 chu
38,39,66,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/66/poem-U-BFheE9mqavT7z3qMTo2Q,"Đi thật nhưng người lại trở về
Nhẹ như hạt bụi, như hơi rượu
Mà đắm hồn người trong tái tê.",7 chu
39,40,67,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/67/poem-kjBCp7maGMl--EWR41O-9g,"Không có vua thì làm sao có
Nên về hưu vẫn phải chết ở chiến trường
Kiếm sắc chém bao nhiêu đầu giặc
Để vàng tôi trong lửa chịu đau thương.",Tu do
40,41,68,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/68/poem-rAuv04Fnb-gM_ZxqEr8hrQ,"Hồn đã
Thân xác còn trong lao
Bởi nghe lời mẹ dăn
Nên suốt đời lao đao.",Tu do
41,42,74,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/74/poem-YGkflTgcnHh6VsEUNIA9Qw,"Anh đã
Cù lao Chàm kia rồi
Nhưng khoảng cách còn lại
Xa vời lắm anh ơi.",Tu do
42,43,78,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/78/poem-KCAku_qscOdguyRQ6P2N8Q,"em có biết
Hôm qua lại gặp chuyến xe bò
Vẫn anh đi với vầng trăng cũ
Áo đỏ bên cầu đợi ngẩn ngơ.",Tu do
43,44,8,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/8/poem-N2NZEfcbBuTS0AVJlwA8CQ,"Hai đợt sóng dâng
Không làm trôi được chút phấn thông
Chao ôi ngói mới nhà không mới
Riêng còn không có, có gì chung",Tu do
44,45,80,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/80/poem-XXZ08uiuZDvY2Qxu8gz33w,"Kòn trô dấn bước đường chinh chiến
Nửa gánh giang hồ nửa ái ân
Ngàn sau sông Dịch còn tê lạnh
Tráng sĩ có về với bến xuân.",7 chu
45,46,84,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/84/poem-yM-iPAWCAeQwC7UUNKEhRQ,"Vỡ lòng câu thơ viết
Mời Bác ngủ Bác ơi

Nhà thơ ngủ lâu rồi.",Tu do
46,47,85,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/85/poem-g3XlFTlrCYOXG6z-KnNJiA,"từ giã về dương thế
Nhắc chi ngày ấy buồn lòng ta
Sân đình ngất ngưởng ngôi tiên chỉ
Uống rượu say rồi hát quốc ca.",Tu do
47,48,87,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/87/poem-JmstHLFOUWEhejEnX2mr2Q,"Sắp cưới bỗng có thằng phá đám
Nên ông chửi bố chúng mày lên
Đầu chày đít thớt đâu còn ngán
Không viết văn thì ông viết phim",7 chu
48,49,88,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/88/poem-Vqrju_i68Q7eLDQO70Q2bQ,"Biết mấy mươi chiều khói thuốc bay
Quê nhà vạn dặm khuất trùng mây
Lui về kí ức chân trời cũ
Uống chén rượu buồn không dám say.",7 chu
49,50,89,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/89/poem-y-pO5qmMmXPEhtcW9rJ6Cg,"Trăm năm ông phủ... Ngọc Tường ôi
Cái nợ lên xanh rũ sạch rồi
Cửa Việt tung hoành con sóng vỗ
Sông Hương lặng lẽ chiếc thuyền trôi
Sử thi thành cổ buồn nao dạ
Chuyện mới Đông Hà tái nhợt môi
Từ biệt chốn xưa nhiều ánh lửa
Trăm năm ông phủ... Ngọc Tường ôi!",7 chu
50,51,9,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/9/poem-fGhU8zXJMkv-_8ugjbD8Cw,"Quá tuổi đã bạc đầu
Tình còn dang dở tận Hàng Châu
Khúc ca mới hát sao buồn thế
Hai nửa yêu thương một nửa sầu",Tu do
51,52,93,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/93/poem--sXSlnkLGiEz1jMN8RPstA,"Ba lô trên vai từ đêm mười chín
Một tiếng chim kêu sáng cả rừng
Thì cứ khắc đi rồi khắc đến
Sao còn ngồi đó cụ già Khương?",Tu do
52,53,98,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/98/poem-vaMFqirIyfVT_yJXL5tx7Q,"Chú dế hồn nhiên ca hát
Hát thành thơ như nước triều lên
Khi khôn lớn lại hồn nhiên đi giữa
Biển một bên và em một bên.",Tu do
53,54,99,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/99/poem-dAFXq_V3cDtZUXDhQmoD-A,"Người đàn bà mà tôi ao ước
Trên vành đai chống Mĩ những năm xưa
Tình yêu đã lụi tàn cùng kí ức
Nhưng còn đây tội lỗi đến bao giờ",Tu do
54,55,Ác mộng đường xa,https://www.thivien.net/V%C5%A9-Ho%C3%A0ng-Ch%C6%B0%C6%A1ng/%C3%81c-m%E1%BB%99ng-%C4%91%C6%B0%E1%BB%9Dng-xa/poem-XPXQJrwlEPRQsBiB_PnfWA,"Sớm trưa vượt thác với băng đèo
Muôn dặm hình đâu bóng đó theo
Hình bóng tách rời ư? Cũng lúc
Đêm rừng mở sẵn miệng hùm beo!",7 chu
55,56,Ác mộng nào hơn,https://www.thivien.net/V%C5%A9-Ho%C3%A0ng-Ch%C6%B0%C6%A1ng/%C3%81c-m%E1%BB%99ng-n%C3%A0o-h%C6%A1n/poem-RDTczg1AaQMBzDcM1Npf2g,"Ôi kiếp người trong giấc ngủ ngày
Bùn ngâm sặc óc máu loang tay!
Đêm đêm vẽ lại vòng hương phấn,
Chưa ngớt màu run cánh bướm say.",7 chu
56,57,Ai “nữ quyền” ra mua,https://www.thivien.net/T%E1%BA%A3n-%C4%90%C3%A0/Ai-n%E1%BB%AF-quy%E1%BB%81n-ra-mua/poem-7GCd4msGLuPA4A3REi4sVg,"“Nữ quyền” hôm ấy tớ rao chơi
Ai bán mà mua của hiếm hoi!
Một gánh giang sơn cùng gánh lấy
Thời chi, ai có tiếc chi ai?",7 chu
57,58,Ai có ngờ!,https://www.thivien.net/Kh%C6%B0%C6%A1ng-H%E1%BB%AFu-D%E1%BB%A5ng/Ai-c%C3%B3-ng%E1%BB%9D/poem-ls88dy0hENOCB9iDNCPPIw,"Em chết, ô em! Ai có ngờ!
Đau lòng anh lắm: sáu con thơ
Ba mươi mốt tuổi người răng rứa?
Đôi lứa trăm năm chuyện phỉnh phờ!
Giai ngẫu đã thành duyên tưởng tượng
Chiêm bao còn mọng chút vu vơ!
Tương tư biết gởi vào đâu hỡi?
Vũ trụ mang mang hướng lạc bờ...",7 chu
58,59,Ai xui gặp lại,https://www.thivien.net/B%C3%B9i-Th%E1%BB%8B-Tr%E1%BB%8Dng-C%C6%A1/Ai-xui-g%E1%BA%B7p-l%E1%BA%A1i/poem-HtaVuG6K2Mg4CqiOMhmkuA,"Sự thật mà em cứ ngỡ mơ
Gặp anh buổi ấy thật không ngờ
Ngọt ngào giọng nói thời trai trẻ
Thắm thiết tia nhìn thuở tuổi thơ
Kỷ niệm tưởng chừng như lịm tắt
Bóng hình dường thể tựa phai mờ
Nào hay một phút ai xui gặp
Day dứt buồng tim mãi đến giờ",7 chu
59,60,Ai xui Tây đến,https://www.thivien.net/B%C3%B9i-H%E1%BB%AFu-Ngh%C4%A9a/Ai-xui-T%C3%A2y-%C4%91%E1%BA%BFn/poem-OnSaWg5PqsLMEmMBZtnFkg,"Ai khiến thằng Tây tới vậy cà?
Đất bằng bỗng chốc nổi phong ba
Hẳn hoi ít mặt đền ơn nước,
Nháo nhác nhiều tay bận nỗi nhà
Đá sắt ôm lòng cam với trẻ
Nước non có mắt thấy cho già
Nam kì chi thiếu người trung nghĩa,
Báo quốc cần vương dễ một ta!",7 chu
60,61,Albert Eistein,https://www.thivien.net/Ph%E1%BA%A1m-Tr%C6%B0%E1%BB%9Dng-Giang/Albert-Eistein/poem-1Da5AF6ug7_-pb8wncQfVw,"Lỗi lạc trần gian ngự tây phương
Thiên niên duyên định toả ngát hương
Hiền nhân một thuở nuôi nhân loại
Thế nhân muôn nẻo mãi hùng cường.",7 chu
61,62,An bài,https://www.thivien.net/H%C3%A0n-Qu%E1%BB%91c-V%C5%A9/An-b%C3%A0i/poem-6BdLp8yHupKRpmkd2pNsow,"Mùa thu điểm lá chín vàng phai
Tóc lại từng hôm sợi trắng bay
Muốn ngắm trần gian dài mấy chốc
Buồn sao sức kiệt đã an bài.",7 chu
62,63,An Hải sa bàn,https://www.thivien.net/Nguy%E1%BB%85n-C%C6%B0-Trinh/An-H%E1%BA%A3i-sa-b%C3%A0n/poem-E6fJz7wIcWG6KHlu4xu33A,"Bàn Cổ xưa kia kế đã thâm,
Khéo bày lọc cát đúc thành mâm.
Khạc ra cá nhảy đầy Đông Hải,
Dọn lại mùi ngon rặt nghĩa sâm.
Chợ cách, hoá nên non nước thế
Đũa giơ rồi rủ gió trăng ngâm.
Mời ông điếu tẩu Sa Kỳ tới,
Rót chén yên hà để dưỡng tâm.",7 chu
63,64,An nhiên,https://www.thivien.net/Ph%E1%BA%A1m-Th%C3%A1i-S%C6%A1n/An-nhi%C3%AAn/poem-PfiL4C6kEVw2dNbImInBXA,"Lòng người ẩn tấu khúc âm riêng
Bụi cát hoài mong nét tịnh thiền
Chén rượu đời trao say vẫn tỉnh
Câu thơ phận kiếp nhớ rồi quên
Bấm tay tự biết thôi duyên số
Nhắm mắt đâu mong chuyện bạc tiền
Tựa vách rêu phong nhìn lá rụng
Mỉm cười thế thái để an nhiên.",7 chu
64,65,An Tư công chúa,https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%E1%BB%A9c-Ph%E1%BB%95/An-T%C6%B0-c%C3%B4ng-ch%C3%BAa/poem-47Le7h2N6W5f2qQaZz42cw,"Quốc sắc thiên hương một đoá hồng
Gặp cơn binh lửa của non sông
Xả thân đền đáp quê hương Việt
Nuốt nhục yêu chìu chủ soái Mông
Hương lửa bẽ bàng nơi trướng giặc
Gối chăn lắt léo sợi tơ hồng
Ngàn năm còn nỗi niềm chua xót
Hậu thế mấy người biết cảm thông?",7 chu
65,66,Anh buộc đời em,https://www.thivien.net/Qu%C3%A1ch-T%E1%BA%A5n/Anh-bu%E1%BB%99c-%C4%91%E1%BB%9Di-em/poem-dj1g9PC3u5dMignfraneqQ,"Anh buộc đời em bến buộc thuyền
Nước trôi thuyền trở bến nằm yên
Một mai anh thả thuyền lơi bến
Mây nước lòng em lạnh ước nguyền",7 chu
66,67,Anh đánh dậm,https://www.thivien.net/Nguy%E1%BB%85n-V%C4%83n-N%C4%83ng/Anh-%C4%91%C3%A1nh-d%E1%BA%ADm/poem-ftY1rKg53kNbw_PblK9TLw,"Đem thân ra nước vẫy vùng chơi,
Lũ tép đàn tôm phải khiếp oai!
Nửa nguyệt ngang trời vung cõi đất,
Chữ trung khắp thế nhẹ bên vai.
Lưng bầu non nước gương đời tỏ,
Đôi túi anh hùng vể nước soi.
Thời thế có chăng chung đúc được,
Ngại ngùng nước cạn những thương ai!",7 chu
67,68,Anh đồ,https://www.thivien.net/Tr%E1%BA%A7n-Duy-V%C3%B4n/Anh-%C4%91%E1%BB%93/poem-C_49snSB8Kl2w-OKoLibVw,"Nhắn hỏi nhà quê mấy bác đồ,
Đồ gì đồ chữ của nhà nho;
Áo buồm lượt sượt vòng khăn vặn,
Quần thụng nhôm nhem mối khố xò;
Tâm sự dăm ba điều khả bất,
Văn chương sáu bảy chữ chi hồ.
Cái gì khác hẳn văn minh nhỉ,
Khác cái trên đầu búi tó to.",7 chu
68,69,Anh mãi đợi em,https://www.thivien.net/Xu%C3%A2n-Mi%E1%BB%81n/Anh-m%C3%A3i-%C4%91%E1%BB%A3i-em/poem-csdlB9k_9j8NsXrcv_7mkw,"Anh mãi đợi em ở chốn này
Bao mùa thu tới lá vàng bay
Mưa sa mấy độ tình không nhạt
Giông tố bao phen nghĩa vẫn đầy.
Lưu luyến đường xưa khi tiễn bước
Thẹn thùng lối cũ lúc chia tay
Trải bao dâu bể hình xa bóng
Vẫn đợi chờ em suốt tháng ngày.

Vẫn đợi chờ em suốt tháng ngày
Phương trời xa ấy có ai hay
Ve kêu ngày hạ tàn thân yếu
Cuốc gọi đêm đông héo xác gầy.
Ong bướm tỏ tình lòng chẳng lụy
Nụ hoa mời gọi dạ không lay
Sao dời vật đổi đời nghiêng ngả
Anh mãi đợi em ở chốn này.",Tu do
69,70,Ánh sáng nàng trăng,https://www.thivien.net/H%C3%A0n-Qu%E1%BB%91c-V%C5%A9/%C3%81nh-s%C3%A1ng-n%C3%A0ng-tr%C4%83ng/poem-kWA2LokNpoOZ7hEh_1XAWA,"Phải ánh sáng nàng trăng
Thì khêu nét chị Hằng
Nếu là một vết đóm
Nguyền suốt kiếp làm băng.",5 chu
70,71,Anh sẽ về,https://www.thivien.net/B%C3%B9i-Th%E1%BB%8B-Tr%E1%BB%8Dng-C%C6%A1/Anh-s%E1%BA%BD-v%E1%BB%81/poem-cJRisQIBo5WHyv2jTHfljw,"Anh hẹn thu nay anh sẽ về
Dù rằng cách trở dặm sơn khê
Gởi vần thơ thắm trông vời vợi
Nhắp giọt men sầu nhớ tái tê
Mơ thuở sân trường âu yếm hỏi
Tưởng hồi nét bút dịu dàng phê
Sông sâu, núi dựng, đèo ngăn lối
Lặn lội tìm nhau vẹn ước thề",7 chu
